EventID,SectionID,TrackID,X,Y,Frame,Class,Vidfilename,DateTime
115,Nord,58,297,168,12727,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:36
116,Sued,58,381,110,12761,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:38
117,Nord,59,310,170,12909,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:45
118,Sued,59,390,111,12943,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:47
119,Nord,60,257,166,12911,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:45
120,Sued,60,348,110,12937,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:46
121,Nord,61,318,171,12999,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:49
122,Sued,61,392,111,13039,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:51
123,Nord,62,309,169,13017,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:50
124,Sued,62,382,112,13053,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:52
125,Nord,63,300,168,13043,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:52
126,Sued,63,375,113,13079,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:53
127,Nord,64,231,167,13031,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:51
128,Sued,64,339,109,13063,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:53
129,Nord,65,241,166,13053,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:52
130,Sued,65,338,110,13087,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:54
131,Nord,66,307,171,13073,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:53
132,Sued,66,381,111,13109,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:25:55
133,Nord,67,307,167,13227,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:26:01
134,Sued,67,389,111,13281,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:26:04
135,Nord,68,308,167,13283,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:26:04
136,Sued,68,384,110,13337,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:26:06
137,Nord,69,296,167,13416,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:26:10
138,Sued,69,385,115,13459,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:26:12
139,Nord,70,256,170,13591,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:26:19
140,Sued,70,349,110,13646,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:26:22
141,Nord,71,454,177,14097,Person,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:26:44
142,Sued,71,487,113,14240,Person,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:26:52
143,Nord,72,303,172,15461,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:27:53
144,Sued,72,386,109,15507,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:27:55
145,Nord,73,293,168,15623,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:01
146,Sued,73,382,113,15657,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:02
147,Nord,74,313,170,15695,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:04
148,Sued,74,389,114,15737,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:06
149,Nord,75,451,171,15738,Person,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:06
150,Sued,75,488,113,15871,Person,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:13
151,Nord,76,313,170,15850,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:12
